Year,Month,Day,Station,PKey
2022,05,04,KIND,20220504KIND
2022,05,04,KINX,20220504KINX
2022,05,04,KIWA,20220504KIWA
2022,05,04,KIWX,20220504KIWX
2022,05,04,KJAX,20220504KJAX
2022,05,04,KJGX,20220504KJGX
2022,05,04,KJKL,20220504KJKL
2022,05,04,KLBB,20220504KLBB
2022,05,04,KLCH,20220504KLCH
2022,05,04,KLGX,20220504KLGX
2022,05,04,KLIX,20220504KLIX
2022,05,04,KLNX,20220504KLNX
2022,05,04,KLOT,20220504KLOT
2022,05,04,KLRX,20220504KLRX
2022,05,04,KLSX,20220504KLSX
2022,05,04,KLTX,20220504KLTX
2022,05,04,KLVX,20220504KLVX
2022,05,04,KLWX,20220504KLWX
2022,05,04,KLZK,20220504KLZK
2022,05,04,KMAF,20220504KMAF
2022,05,04,KMAX,20220504KMAX
2022,05,04,KMBX,20220504KMBX
2022,05,04,KMHX,20220504KMHX
2022,05,04,KMKX,20220504KMKX
2022,05,04,KMLB,20220504KMLB
2022,05,04,KMOB,20220504KMOB
2022,05,04,KMPX,20220504KMPX
2022,05,04,KMQT,20220504KMQT
2022,05,04,KMRX,20220504KMRX
2022,05,04,KMSX,20220504KMSX
2022,05,04,KMTX,20220504KMTX
2022,05,04,KMUX,20220504KMUX
2022,05,04,KMVX,20220504KMVX
2022,05,04,KMXX,20220504KMXX
2022,05,04,KNKX,20220504KNKX
2022,05,04,KNQA,20220504KNQA
2022,05,04,KOAX,20220504KOAX
2022,05,04,KOHX,20220504KOHX
2022,05,04,KOKX,20220504KOKX
2022,05,04,KOTX,20220504KOTX
2022,05,04,KPAH,20220504KPAH
2022,05,04,KPBZ,20220504KPBZ
2022,05,04,KPDT,20220504KPDT
2022,05,04,KPOE,20220504KPOE
2022,05,04,KPUX,20220504KPUX
2022,05,04,KRAX,20220504KRAX
2022,05,04,KRGX,20220504KRGX
2022,05,04,KRIW,20220504KRIW
2022,05,04,KRLX,20220504KRLX
2022,05,04,KRTX,20220504KRTX
2022,05,04,KSFX,20220504KSFX
2022,05,04,KSGF,20220504KSGF
2022,05,04,KSHV,20220504KSHV
2022,05,04,KSJT,20220504KSJT
2022,05,04,KSOX,20220504KSOX
2022,05,04,KSRX,20220504KSRX
2022,05,04,KTBW,20220504KTBW
2022,05,04,KTFX,20220504KTFX
2022,05,04,KTLH,20220504KTLH
2022,05,04,KTLX,20220504KTLX
2022,05,04,KTWX,20220504KTWX
2022,05,04,KTYX,20220504KTYX
2022,05,04,KUDX,20220504KUDX
2022,05,04,KUEX,20220504KUEX
2022,05,04,KVAX,20220504KVAX
2022,05,04,KVBX,20220504KVBX
2022,05,04,KVNX,20220504KVNX
2022,05,04,KVTX,20220504KVTX
2022,05,04,KVWX,20220504KVWX
2022,05,04,KYUX,20220504KYUX
2022,05,04,PACG,20220504PACG
2022,05,04,PAEC,20220504PAEC
2022,05,04,PAHG,20220504PAHG
2022,05,04,PAIH,20220504PAIH
2022,05,04,PAKC,20220504PAKC
2022,05,04,PAPD,20220504PAPD
2022,05,04,PGUA,20220504PGUA
2022,05,04,PHKI,20220504PHKI
2022,05,04,PHKM,20220504PHKM
2022,05,04,PHMO,20220504PHMO
2022,05,04,PHWA,20220504PHWA
2022,05,04,RKSG,20220504RKSG
2022,05,04,RODN,20220504RODN
2022,05,04,TADW,20220504TADW
2022,05,04,TATL,20220504TATL
2022,05,04,TBNA,20220504TBNA
2022,05,04,TBOS,20220504TBOS
2022,05,04,TBWI,20220504TBWI
2022,05,04,TCLT,20220504TCLT
2022,05,04,TCMH,20220504TCMH
2022,05,04,TCVG,20220504TCVG
2022,05,04,TDAL,20220504TDAL
2022,05,04,TDAY,20220504TDAY
2022,05,04,TDCA,20220504TDCA
2022,05,04,TDEN,20220504TDEN
2022,05,04,TDFW,20220504TDFW
2022,05,04,TDTW,20220504TDTW
2022,05,04,TEWR,20220504TEWR
2022,05,04,TFLL,20220504TFLL
2022,05,04,THOU,20220504THOU
2022,05,04,TIAD,20220504TIAD
2022,05,04,TIAH,20220504TIAH
2022,05,04,TICH,20220504TICH
2022,05,04,TIDS,20220504TIDS
2022,05,04,TJFK,20220504TJFK
2022,05,04,TJUA,20220504TJUA
2022,05,04,TLAS,20220504TLAS
2022,05,04,TLVE,20220504TLVE
2022,05,04,TMCI,20220504TMCI
2022,05,04,TMCO,20220504TMCO
2022,05,04,TMDW,20220504TMDW
2022,05,04,TMEM,20220504TMEM
2022,05,04,TMIA,20220504TMIA
2022,05,04,TMKE,20220504TMKE
2022,05,04,TMSP,20220504TMSP
2022,05,04,TMSY,20220504TMSY
2022,05,04,TOKC,20220504TOKC
2022,05,04,TORD,20220504TORD
2022,05,04,TPBI,20220504TPBI
2022,05,04,TPHL,20220504TPHL
2022,05,04,TPHX,20220504TPHX
2022,05,04,TPIT,20220504TPIT
2022,05,04,TRDU,20220504TRDU
2022,05,04,TSDF,20220504TSDF
2022,05,04,TSLC,20220504TSLC
2022,05,04,TSTL,20220504TSTL
2022,05,04,TTPA,20220504TTPA
2022,05,04,TTUL,20220504TTUL
2022,05,05,FOP1,20220505FOP1
2022,05,05,KABR,20220505KABR
2022,05,05,KABX,20220505KABX
2022,05,05,KAKQ,20220505KAKQ
2022,05,05,KAMA,20220505KAMA
2022,05,05,KAMX,20220505KAMX
2022,05,05,KAPX,20220505KAPX
2022,05,05,KARX,20220505KARX
2022,05,05,KATX,20220505KATX
2022,05,05,KBBX,20220505KBBX
2022,05,05,KBGM,20220505KBGM
2022,05,05,KBHX,20220505KBHX
2022,05,05,KBIS,20220505KBIS
2022,05,05,KBLX,20220505KBLX
2022,05,05,KBMX,20220505KBMX
2022,05,05,KBOX,20220505KBOX
2022,05,05,KBRO,20220505KBRO
2022,05,05,KBUF,20220505KBUF
2022,05,05,KBYX,20220505KBYX
2022,05,05,KCAE,20220505KCAE
2022,05,05,KCBW,20220505KCBW
2022,05,05,KCBX,20220505KCBX
2022,05,05,KCCX,20220505KCCX
2022,05,05,KCLE,20220505KCLE
2022,05,05,KCLX,20220505KCLX
2022,05,05,KCRP,20220505KCRP
2022,05,05,KCXX,20220505KCXX
2022,05,05,KCYS,20220505KCYS
2022,05,05,KDAX,20220505KDAX
2022,05,05,KDDC,20220505KDDC
2022,05,05,KDFX,20220505KDFX
2022,05,05,KDGX,20220505KDGX
2022,05,05,KDIX,20220505KDIX
2022,05,05,KDLH,20220505KDLH
2022,05,05,KDMX,20220505KDMX
2022,05,05,KDOX,20220505KDOX
2022,05,05,KDTX,20220505KDTX
2022,05,05,KDVN,20220505KDVN
2022,05,05,KDYX,20220505KDYX
2022,05,05,KEAX,20220505KEAX
2022,05,05,KEMX,20220505KEMX
2022,05,05,KENX,20220505KENX
2022,05,05,KEOX,20220505KEOX
2022,05,05,KEPZ,20220505KEPZ
2022,05,05,KESX,20220505KESX
2022,05,05,KEVX,20220505KEVX
2022,05,05,KEWX,20220505KEWX
2022,05,05,KEYX,20220505KEYX
2022,05,05,KFCX,20220505KFCX
2022,05,05,KFDR,20220505KFDR
2022,05,05,KFDX,20220505KFDX
2022,05,05,KFFC,20220505KFFC
2022,05,05,KFSD,20220505KFSD
2022,05,05,KFSX,20220505KFSX
2022,05,05,KFTG,20220505KFTG
2022,05,05,KFWS,20220505KFWS
2022,05,05,KGGW,20220505KGGW
2022,05,05,KGJX,20220505KGJX
2022,05,05,KGLD,20220505KGLD
2022,05,05,KGRB,20220505KGRB
2022,05,05,KGRK,20220505KGRK
2022,05,05,KGRR,20220505KGRR
2022,05,05,KGSP,20220505KGSP
2022,05,05,KGWX,20220505KGWX
2022,05,05,KGYX,20220505KGYX
2022,05,05,KHDX,20220505KHDX
2022,05,05,KHGX,20220505KHGX
2022,05,05,KHNX,20220505KHNX
2022,05,05,KHPX,20220505KHPX
2022,05,05,KHTX,20220505KHTX
2022,05,05,KICT,20220505KICT
2022,05,05,KICX,20220505KICX
2022,05,05,KILN,20220505KILN
2022,05,05,KILX,20220505KILX
2022,05,05,KIND,20220505KIND
2022,05,05,KINX,20220505KINX
2022,05,05,KIWA,20220505KIWA
2022,05,05,KIWX,20220505KIWX
2022,05,05,KJAX,20220505KJAX
2022,05,05,KJGX,20220505KJGX
2022,05,05,KJKL,20220505KJKL
2022,05,05,KLBB,20220505KLBB
2022,05,05,KLCH,20220505KLCH
2022,05,05,KLGX,20220505KLGX
2022,05,05,KLIX,20220505KLIX
2022,05,05,KLNX,20220505KLNX
2022,05,05,KLOT,20220505KLOT
2022,05,05,KLRX,20220505KLRX
2022,05,05,KLSX,20220505KLSX
2022,05,05,KLTX,20220505KLTX
2022,05,05,KLVX,20220505KLVX
2022,05,05,KLWX,20220505KLWX
2022,05,05,KLZK,20220505KLZK
2022,05,05,KMAF,20220505KMAF
2022,05,05,KMAX,20220505KMAX
2022,05,05,KMBX,20220505KMBX
2022,05,05,KMHX,20220505KMHX
2022,05,05,KMKX,20220505KMKX
2022,05,05,KMLB,20220505KMLB
2022,05,05,KMOB,20220505KMOB
2022,05,05,KMPX,20220505KMPX
2022,05,05,KMQT,20220505KMQT
2022,05,05,KMRX,20220505KMRX
2022,05,05,KMSX,20220505KMSX
2022,05,05,KMTX,20220505KMTX
2022,05,05,KMUX,20220505KMUX
2022,05,05,KMVX,20220505KMVX
2022,05,05,KMXX,20220505KMXX
2022,05,05,KNKX,20220505KNKX
2022,05,05,KNQA,20220505KNQA
2022,05,05,KOAX,20220505KOAX
2022,05,05,KOHX,20220505KOHX
2022,05,05,KOKX,20220505KOKX
2022,05,05,KOTX,20220505KOTX
2022,05,05,KPAH,20220505KPAH
2022,05,05,KPBZ,20220505KPBZ
2022,05,05,KPDT,20220505KPDT
2022,05,05,KPOE,20220505KPOE
2022,05,05,KPUX,20220505KPUX
2022,05,05,KRAX,20220505KRAX
2022,05,05,KRGX,20220505KRGX
2022,05,05,KRIW,20220505KRIW
2022,05,05,KRLX,20220505KRLX
2022,05,05,KRTX,20220505KRTX
2022,05,05,KSFX,20220505KSFX
2022,05,05,KSGF,20220505KSGF
2022,05,05,KSHV,20220505KSHV
2022,05,05,KSJT,20220505KSJT
2022,05,05,KSOX,20220505KSOX
2022,05,05,KSRX,20220505KSRX
2022,05,05,KTBW,20220505KTBW
2022,05,05,KTFX,20220505KTFX
2022,05,05,KTLH,20220505KTLH
2022,05,05,KTLX,20220505KTLX
2022,05,05,KTWX,20220505KTWX
2022,05,05,KTYX,20220505KTYX
2022,05,05,KUDX,20220505KUDX
2022,05,05,KUEX,20220505KUEX
2022,05,05,KVAX,20220505KVAX
2022,05,05,KVBX,20220505KVBX
2022,05,05,KVNX,20220505KVNX
2022,05,05,KVTX,20220505KVTX
2022,05,05,KVWX,20220505KVWX
2022,05,05,KYUX,20220505KYUX
2022,05,05,PACG,20220505PACG
2022,05,05,PAEC,20220505PAEC
2022,05,05,PAHG,20220505PAHG
2022,05,05,PAIH,20220505PAIH
2022,05,05,PAKC,20220505PAKC
2022,05,05,PAPD,20220505PAPD
2022,05,05,PGUA,20220505PGUA
2022,05,05,PHKI,20220505PHKI
2022,05,05,PHKM,20220505PHKM
2022,05,05,PHMO,20220505PHMO
2022,05,05,PHWA,20220505PHWA
2022,05,05,RKJK,20220505RKJK
2022,05,05,RKSG,20220505RKSG
2022,05,05,RODN,20220505RODN
2022,05,05,TADW,20220505TADW
2022,05,05,TATL,20220505TATL
2022,05,05,TBNA,20220505TBNA
2022,05,05,TBOS,20220505TBOS
2022,05,05,TBWI,20220505TBWI
2022,05,05,TCLT,20220505TCLT
2022,05,05,TCMH,20220505TCMH
2022,05,05,TCVG,20220505TCVG
2022,05,05,TDAL,20220505TDAL
2022,05,05,TDAY,20220505TDAY
2022,05,05,TDCA,20220505TDCA
2022,05,05,TDEN,20220505TDEN
2022,05,05,TDFW,20220505TDFW
2022,05,05,TDTW,20220505TDTW
2022,05,05,TEWR,20220505TEWR
2022,05,05,TFLL,20220505TFLL
2022,05,05,THOU,20220505THOU
2022,05,05,TIAD,20220505TIAD
2022,05,05,TIAH,20220505TIAH
2022,05,05,TICH,20220505TICH
2022,05,05,TIDS,20220505TIDS
2022,05,05,TJFK,20220505TJFK
2022,05,05,TJUA,20220505TJUA
2022,05,05,TLAS,20220505TLAS
2022,05,05,TLVE,20220505TLVE
2022,05,05,TMCI,20220505TMCI
2022,05,05,TMCO,20220505TMCO
2022,05,05,TMDW,20220505TMDW
2022,05,05,TMEM,20220505TMEM
2022,05,05,TMIA,20220505TMIA
2022,05,05,TMKE,20220505TMKE
2022,05,05,TMSP,20220505TMSP
2022,05,05,TMSY,20220505TMSY
2022,05,05,TOKC,20220505TOKC
2022,05,05,TORD,20220505TORD
2022,05,05,TPBI,20220505TPBI
2022,05,05,TPHL,20220505TPHL
2022,05,05,TPHX,20220505TPHX
2022,05,05,TPIT,20220505TPIT
2022,05,05,TRDU,20220505TRDU
2022,05,05,TSDF,20220505TSDF
2022,05,05,TSLC,20220505TSLC
2022,05,05,TSTL,20220505TSTL
2022,05,05,TTPA,20220505TTPA
2022,05,05,TTUL,20220505TTUL
2022,05,06,FOP1,20220506FOP1
2022,05,06,KABR,20220506KABR
2022,05,06,KABX,20220506KABX
2022,05,06,KAKQ,20220506KAKQ
2022,05,06,KAMA,20220506KAMA
2022,05,06,KAMX,20220506KAMX
2022,05,06,KAPX,20220506KAPX
2022,05,06,KARX,20220506KARX
2022,05,06,KATX,20220506KATX
2022,05,06,KBBX,20220506KBBX
2022,05,06,KBGM,20220506KBGM
2022,05,06,KBHX,20220506KBHX
2022,05,06,KBIS,20220506KBIS
2022,05,06,KBLX,20220506KBLX
2022,05,06,KBMX,20220506KBMX
2022,05,06,KBOX,20220506KBOX
2022,05,06,KBRO,20220506KBRO
2022,05,06,KBUF,20220506KBUF
2022,05,06,KBYX,20220506KBYX
2022,05,06,KCAE,20220506KCAE
2022,05,06,KCBW,20220506KCBW
2022,05,06,KCBX,20220506KCBX
2022,05,06,KCCX,20220506KCCX
2022,05,06,KCLE,20220506KCLE
2022,05,06,KCLX,20220506KCLX
2022,05,06,KCRP,20220506KCRP
2022,05,06,KCXX,20220506KCXX
2022,05,06,KCYS,20220506KCYS
2022,05,06,KDAX,20220506KDAX
2022,05,06,KDDC,20220506KDDC
2022,05,06,KDFX,20220506KDFX
2022,05,06,KDGX,20220506KDGX
2022,05,06,KDIX,20220506KDIX
2022,05,06,KDLH,20220506KDLH
2022,05,06,KDMX,20220506KDMX
2022,05,06,KDOX,20220506KDOX
2022,05,06,KDTX,20220506KDTX
2022,05,06,KDVN,20220506KDVN
2022,05,06,KDYX,20220506KDYX
2022,05,06,KEAX,20220506KEAX
2022,05,06,KEMX,20220506KEMX
2022,05,06,KENX,20220506KENX
2022,05,06,KEOX,20220506KEOX
2022,05,06,KEPZ,20220506KEPZ
2022,05,06,KESX,20220506KESX
2022,05,06,KEVX,20220506KEVX
2022,05,06,KEWX,20220506KEWX
2022,05,06,KEYX,20220506KEYX
2022,05,06,KFCX,20220506KFCX
2022,05,06,KFDR,20220506KFDR
2022,05,06,KFDX,20220506KFDX
2022,05,06,KFFC,20220506KFFC
2022,05,06,KFSD,20220506KFSD
2022,05,06,KFSX,20220506KFSX
2022,05,06,KFTG,20220506KFTG
2022,05,06,KFWS,20220506KFWS
2022,05,06,KGGW,20220506KGGW
2022,05,06,KGJX,20220506KGJX
2022,05,06,KGLD,20220506KGLD
2022,05,06,KGRB,20220506KGRB
2022,05,06,KGRK,20220506KGRK
2022,05,06,KGRR,20220506KGRR
2022,05,06,KGSP,20220506KGSP
2022,05,06,KGWX,20220506KGWX
2022,05,06,KGYX,20220506KGYX
2022,05,06,KHDX,20220506KHDX
2022,05,06,KHGX,20220506KHGX
2022,05,06,KHNX,20220506KHNX
2022,05,06,KHPX,20220506KHPX
2022,05,06,KHTX,20220506KHTX
2022,05,06,KICT,20220506KICT
2022,05,06,KICX,20220506KICX
2022,05,06,KILN,20220506KILN
2022,05,06,KILX,20220506KILX
2022,05,06,KIND,20220506KIND
2022,05,06,KINX,20220506KINX
2022,05,06,KIWA,20220506KIWA
2022,05,06,KIWX,20220506KIWX
2022,05,06,KJAX,20220506KJAX
2022,05,06,KJGX,20220506KJGX
2022,05,06,KJKL,20220506KJKL
2022,05,06,KLBB,20220506KLBB
2022,05,06,KLCH,20220506KLCH
2022,05,06,KLGX,20220506KLGX
2022,05,06,KLIX,20220506KLIX
2022,05,06,KLNX,20220506KLNX
2022,05,06,KLOT,20220506KLOT
2022,05,06,KLRX,20220506KLRX
2022,05,06,KLSX,20220506KLSX
2022,05,06,KLTX,20220506KLTX
2022,05,06,KLVX,20220506KLVX
2022,05,06,KLWX,20220506KLWX
2022,05,06,KLZK,20220506KLZK
2022,05,06,KMAF,20220506KMAF
2022,05,06,KMAX,20220506KMAX
2022,05,06,KMBX,20220506KMBX
2022,05,06,KMHX,20220506KMHX
2022,05,06,KMKX,20220506KMKX
2022,05,06,KMLB,20220506KMLB
2022,05,06,KMOB,20220506KMOB
2022,05,06,KMPX,20220506KMPX
2022,05,06,KMQT,20220506KMQT
2022,05,06,KMRX,20220506KMRX
2022,05,06,KMSX,20220506KMSX
2022,05,06,KMTX,20220506KMTX
2022,05,06,KMUX,20220506KMUX
2022,05,06,KMVX,20220506KMVX
2022,05,06,KMXX,20220506KMXX
2022,05,06,KNKX,20220506KNKX
2022,05,06,KNQA,20220506KNQA
2022,05,06,KOAX,20220506KOAX
2022,05,06,KOHX,20220506KOHX
2022,05,06,KOKX,20220506KOKX
2022,05,06,KOTX,20220506KOTX
2022,05,06,KPAH,20220506KPAH
2022,05,06,KPBZ,20220506KPBZ
2022,05,06,KPDT,20220506KPDT
2022,05,06,KPOE,20220506KPOE
2022,05,06,KPUX,20220506KPUX
2022,05,06,KRAX,20220506KRAX
2022,05,06,KRGX,20220506KRGX
2022,05,06,KRIW,20220506KRIW
2022,05,06,KRLX,20220506KRLX
2022,05,06,KRTX,20220506KRTX
2022,05,06,KSFX,20220506KSFX
2022,05,06,KSGF,20220506KSGF
2022,05,06,KSHV,20220506KSHV
2022,05,06,KSJT,20220506KSJT
2022,05,06,KSOX,20220506KSOX
2022,05,06,KSRX,20220506KSRX
2022,05,06,KTBW,20220506KTBW
2022,05,06,KTFX,20220506KTFX
2022,05,06,KTLH,20220506KTLH
2022,05,06,KTLX,20220506KTLX
2022,05,06,KTWX,20220506KTWX
2022,05,06,KTYX,20220506KTYX
2022,05,06,KUDX,20220506KUDX
2022,05,06,KUEX,20220506KUEX
2022,05,06,KVAX,20220506KVAX
2022,05,06,KVBX,20220506KVBX
2022,05,06,KVNX,20220506KVNX
2022,05,06,KVTX,20220506KVTX
2022,05,06,KVWX,20220506KVWX
2022,05,06,KYUX,20220506KYUX
2022,05,06,PACG,20220506PACG
2022,05,06,PAEC,20220506PAEC
2022,05,06,PAHG,20220506PAHG
2022,05,06,PAIH,20220506PAIH
2022,05,06,PAKC,20220506PAKC
2022,05,06,PAPD,20220506PAPD
2022,05,06,PGUA,20220506PGUA
2022,05,06,PHKI,20220506PHKI
2022,05,06,PHKM,20220506PHKM
2022,05,06,PHMO,20220506PHMO
2022,05,06,PHWA,20220506PHWA
2022,05,06,RKJK,20220506RKJK
2022,05,06,RKSG,20220506RKSG
2022,05,06,RODN,20220506RODN
2022,05,06,TADW,20220506TADW
2022,05,06,TATL,20220506TATL
2022,05,06,TBNA,20220506TBNA
2022,05,06,TBOS,20220506TBOS
2022,05,06,TBWI,20220506TBWI
2022,05,06,TCLT,20220506TCLT
2022,05,06,TCMH,20220506TCMH
2022,05,06,TCVG,20220506TCVG
2022,05,06,TDAL,20220506TDAL
2022,05,06,TDAY,20220506TDAY
2022,05,06,TDCA,20220506TDCA
2022,05,06,TDEN,20220506TDEN
2022,05,06,TDFW,20220506TDFW
2022,05,06,TDTW,20220506TDTW
2022,05,06,TEWR,20220506TEWR
2022,05,06,TFLL,20220506TFLL
2022,05,06,THOU,20220506THOU
2022,05,06,TIAD,20220506TIAD
2022,05,06,TIAH,20220506TIAH
2022,05,06,TICH,20220506TICH
2022,05,06,TIDS,20220506TIDS
2022,05,06,TJFK,20220506TJFK
2022,05,06,TJUA,20220506TJUA
2022,05,06,TLAS,20220506TLAS
2022,05,06,TLVE,20220506TLVE
2022,05,06,TMCI,20220506TMCI
2022,05,06,TMCO,20220506TMCO
2022,05,06,TMDW,20220506TMDW
2022,05,06,TMEM,20220506TMEM
2022,05,06,TMIA,20220506TMIA
2022,05,06,TMKE,20220506TMKE
2022,05,06,TMSP,20220506TMSP
2022,05,06,TMSY,20220506TMSY
2022,05,06,TOKC,20220506TOKC
2022,05,06,TORD,20220506TORD
2022,05,06,TPBI,20220506TPBI
2022,05,06,TPHL,20220506TPHL
2022,05,06,TPHX,20220506TPHX
2022,05,06,TPIT,20220506TPIT
2022,05,06,TRDU,20220506TRDU
2022,05,06,TSDF,20220506TSDF
2022,05,06,TSLC,20220506TSLC
2022,05,06,TSTL,20220506TSTL
2022,05,06,TTPA,20220506TTPA
2022,05,06,TTUL,20220506TTUL
2022,05,07,FOP1,20220507FOP1
2022,05,07,KABR,20220507KABR
2022,05,07,KABX,20220507KABX
2022,05,07,KAKQ,20220507KAKQ
2022,05,07,KAMA,20220507KAMA
2022,05,07,KAMX,20220507KAMX
2022,05,07,KAPX,20220507KAPX
2022,05,07,KARX,20220507KARX
2022,05,07,KATX,20220507KATX
2022,05,07,KBBX,20220507KBBX
2022,05,07,KBGM,20220507KBGM
2022,05,07,KBHX,20220507KBHX
2022,05,07,KBIS,20220507KBIS
2022,05,07,KBLX,20220507KBLX
2022,05,07,KBMX,20220507KBMX
2022,05,07,KBOX,20220507KBOX
2022,05,07,KBRO,20220507KBRO
2022,05,07,KBUF,20220507KBUF
2022,05,07,KBYX,20220507KBYX
2022,05,07,KCAE,20220507KCAE
2022,05,07,KCBW,20220507KCBW
2022,05,07,KCBX,20220507KCBX
2022,05,07,KCCX,20220507KCCX
2022,05,07,KCLE,20220507KCLE
2022,05,07,KCLX,20220507KCLX
2022,05,07,KCRP,20220507KCRP
2022,05,07,KCXX,20220507KCXX
2022,05,07,KCYS,20220507KCYS
2022,05,07,KDAX,20220507KDAX
2022,05,07,KDDC,20220507KDDC
2022,05,07,KDFX,20220507KDFX
2022,05,07,KDGX,20220507KDGX
2022,05,07,KDIX,20220507KDIX
2022,05,07,KDLH,20220507KDLH
2022,05,07,KDMX,20220507KDMX
2022,05,07,KDOX,20220507KDOX
2022,05,07,KDTX,20220507KDTX
2022,05,07,KDVN,20220507KDVN
2022,05,07,KDYX,20220507KDYX
2022,05,07,KEAX,20220507KEAX
2022,05,07,KEMX,20220507KEMX
2022,05,07,KENX,20220507KENX
2022,05,07,KEOX,20220507KEOX
2022,05,07,KEPZ,20220507KEPZ
2022,05,07,KESX,20220507KESX
2022,05,07,KEVX,20220507KEVX
2022,05,07,KEWX,20220507KEWX
2022,05,07,KEYX,20220507KEYX
2022,05,07,KFCX,20220507KFCX
2022,05,07,KFDR,20220507KFDR
2022,05,07,KFDX,20220507KFDX
2022,05,07,KFFC,20220507KFFC
2022,05,07,KFSD,20220507KFSD
2022,05,07,KFSX,20220507KFSX
2022,05,07,KFTG,20220507KFTG
2022,05,07,KFWS,20220507KFWS
2022,05,07,KGGW,20220507KGGW
2022,05,07,KGJX,20220507KGJX
2022,05,07,KGLD,20220507KGLD
2022,05,07,KGRB,20220507KGRB
2022,05,07,KGRK,20220507KGRK
2022,05,07,KGRR,20220507KGRR
2022,05,07,KGSP,20220507KGSP
2022,05,07,KGWX,20220507KGWX
2022,05,07,KGYX,20220507KGYX
2022,05,07,KHDX,20220507KHDX
2022,05,07,KHGX,20220507KHGX
2022,05,07,KHNX,20220507KHNX
2022,05,07,KHPX,20220507KHPX
2022,05,07,KHTX,20220507KHTX
2022,05,07,KICT,20220507KICT
2022,05,07,KICX,20220507KICX
2022,05,07,KILN,20220507KILN
2022,05,07,KILX,20220507KILX
2022,05,07,KIND,20220507KIND
2022,05,07,KINX,20220507KINX
2022,05,07,KIWA,20220507KIWA
2022,05,07,KIWX,20220507KIWX
2022,05,07,KJAX,20220507KJAX
2022,05,07,KJGX,20220507KJGX
2022,05,07,KJKL,20220507KJKL
2022,05,07,KLBB,20220507KLBB
2022,05,07,KLCH,20220507KLCH
2022,05,07,KLGX,20220507KLGX
2022,05,07,KLIX,20220507KLIX
2022,05,07,KLNX,20220507KLNX
2022,05,07,KLOT,20220507KLOT
2022,05,07,KLRX,20220507KLRX
2022,05,07,KLSX,20220507KLSX
2022,05,07,KLTX,20220507KLTX
2022,05,07,KLVX,20220507KLVX
2022,05,07,KLWX,20220507KLWX
2022,05,07,KLZK,20220507KLZK
2022,05,07,KMAF,20220507KMAF
2022,05,07,KMAX,20220507KMAX
2022,05,07,KMBX,20220507KMBX
2022,05,07,KMHX,20220507KMHX
2022,05,07,KMKX,20220507KMKX
2022,05,07,KMLB,20220507KMLB
2022,05,07,KMOB,20220507KMOB
2022,05,07,KMPX,20220507KMPX
2022,05,07,KMQT,20220507KMQT
2022,05,07,KMRX,20220507KMRX
2022,05,07,KMSX,20220507KMSX
2022,05,07,KMTX,20220507KMTX
2022,05,07,KMUX,20220507KMUX
2022,05,07,KMVX,20220507KMVX
2022,05,07,KMXX,20220507KMXX
2022,05,07,KNKX,20220507KNKX
2022,05,07,KNQA,20220507KNQA
2022,05,07,KOAX,20220507KOAX
2022,05,07,KOHX,20220507KOHX
2022,05,07,KOKX,20220507KOKX
2022,05,07,KOTX,20220507KOTX
2022,05,07,KPAH,20220507KPAH
2022,05,07,KPBZ,20220507KPBZ
2022,05,07,KPDT,20220507KPDT
2022,05,07,KPOE,20220507KPOE
2022,05,07,KPUX,20220507KPUX
2022,05,07,KRAX,20220507KRAX
2022,05,07,KRGX,20220507KRGX
2022,05,07,KRIW,20220507KRIW
2022,05,07,KRLX,20220507KRLX
2022,05,07,KRTX,20220507KRTX
2022,05,07,KSFX,20220507KSFX
2022,05,07,KSGF,20220507KSGF
2022,05,07,KSHV,20220507KSHV
2022,05,07,KSJT,20220507KSJT
2022,05,07,KSOX,20220507KSOX
2022,05,07,KSRX,20220507KSRX
2022,05,07,KTBW,20220507KTBW
2022,05,07,KTFX,20220507KTFX
2022,05,07,KTLH,20220507KTLH
2022,05,07,KTLX,20220507KTLX
2022,05,07,KTWX,20220507KTWX
2022,05,07,KTYX,20220507KTYX
2022,05,07,KUDX,20220507KUDX
2022,05,07,KUEX,20220507KUEX
2022,05,07,KVAX,20220507KVAX
2022,05,07,KVBX,20220507KVBX
2022,05,07,KVNX,20220507KVNX
2022,05,07,KVTX,20220507KVTX
2022,05,07,KVWX,20220507KVWX
2022,05,07,KYUX,20220507KYUX
2022,05,07,PACG,20220507PACG
2022,05,07,PAEC,20220507PAEC
2022,05,07,PAHG,20220507PAHG
2022,05,07,PAIH,20220507PAIH
2022,05,07,PAKC,20220507PAKC
2022,05,07,PAPD,20220507PAPD
2022,05,07,PGUA,20220507PGUA
2022,05,07,PHKI,20220507PHKI
2022,05,07,PHKM,20220507PHKM
2022,05,07,PHMO,20220507PHMO
2022,05,07,PHWA,20220507PHWA
2022,05,07,RKJK,20220507RKJK
2022,05,07,RKSG,20220507RKSG
2022,05,07,RODN,20220507RODN
2022,05,07,TADW,20220507TADW
2022,05,07,TATL,20220507TATL
2022,05,07,TBNA,20220507TBNA
2022,05,07,TBOS,20220507TBOS
2022,05,07,TBWI,20220507TBWI
2022,05,07,TCLT,20220507TCLT
2022,05,07,TCMH,20220507TCMH
2022,05,07,TCVG,20220507TCVG
2022,05,07,TDAL,20220507TDAL
2022,05,07,TDAY,20220507TDAY
2022,05,07,TDCA,20220507TDCA
2022,05,07,TDEN,20220507TDEN
